transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
a49e502e,2025-04-22,NHAI (National Highways Authority of India),Adani Enterprises,Lump Sum,638610.93,Toll plaza operation and maintenance,INR,0
43e85148,2025-05-23,CPWD (Central Public Works Department),Patanjali Ayurved,EPC (Engineering Procurement Construction),401146.37,Electrical maintenance of Shastri Bhawan,INR,0
0e3c8c04,2025-03-26,Ministry of Defence,Hindustan Construction Co,Consultancy,1244316.84,Supply of high-altitude clothing,INR,0
002794fb,2025-09-18,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Item Rate,43425903.09,Facilitation fee for clearance,INR,1
fb6222da,2025-04-04,Ministry of Railways,Bharat Electronics Ltd,Item Rate,3186454.7,Track renewal works for Eastern Zone,INR,0
f20595a6,2025-06-17,CPWD (Central Public Works Department),Wipro Government Solutions,EPC (Engineering Procurement Construction),1935183.89,Horticulture works for central vista,INR,0
f30f4ea8,2025-12-18,Ministry of Defence,Hindustan Construction Co,Consultancy,5936413.18,Procurement of spare parts for vehicles,INR,0
1a3ec5ee,2025-01-10,Ministry of Railways,Patanjali Ayurved,EPC (Engineering Procurement Construction),584415.45,Procurement of rolling stock components,INR,0
9ec74910,2025-08-30,Ministry of Rural Development,Hindustan Construction Co,Item Rate,800000.0,Emergency procurement of unspecified consumables,INR,1
b0215dfe,2025-08-22,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Lump Sum,931644.09,Supply of medical equipment for AIIMS,INR,0
08a20aa9,2025-06-29,Ministry of Defence,Reliance Infrastructure,Item Rate,181839.98,Procurement of spare parts for vehicles,INR,0
a92c369a,2025-08-09,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Lump Sum,114546.56,Toll plaza operation and maintenance,INR,0
ded5b050,2025-11-09,Ministry of Railways,Bharat Electronics Ltd,Lump Sum,69192242.58,Track renewal works for Southern Zone,INR,0
09e29fb8,2025-08-10,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Consultancy,578676.81,Hospital management works,INR,0
1a5bfcc7,2025-06-24,Ministry of Health & Family Welfare,Infosys Ltd,Consultancy,3579799.77,Supply of medical equipment for AIIMS,INR,0
c0641cd9,2025-05-02,CPWD (Central Public Works Department),Tata Projects Ltd,Item Rate,470857.98,Horticulture works for central vista,INR,0
29ac134d,2025-06-25,Ministry of Health & Family Welfare,Patanjali Ayurved,EPC (Engineering Procurement Construction),7020016.66,Supply of medical equipment for AIIMS,INR,0
f83f38fc,2025-04-01,Ministry of Defence,GMR Infrastructure,Lump Sum,1468756.37,Maintenance of cantonment roads,INR,0
8b14d725,2025-11-02,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),617251.04,Signalling modernization for Chennai Central,INR,0
d3e56bbd,2025-10-12,Ministry of Rural Development,Patanjali Ayurved,Consultancy,335829.47,Skill development training program,INR,0
a9b8c6cc,2025-02-23,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Consultancy,70510.02,Procurement of vaccines,INR,0
4ddd9014,2025-09-01,Ministry of Rural Development,Rail Vikas Nigam Ltd,Lump Sum,1513012.19,Road construction under PMGSY,INR,0
703ffb90,2025-03-06,Ministry of Defence,GMR Infrastructure,Item Rate,196882.92,Supply of high-altitude clothing,INR,0
3a34d1ec,2025-08-18,NHAI (National Highways Authority of India),Infosys Ltd,EPC (Engineering Procurement Construction),12315554.82,Toll plaza operation and maintenance,INR,0
12592a9a,2025-02-23,Ministry of Health & Family Welfare,GMR Infrastructure,Consultancy,11180246.61,Procurement of vaccines,INR,0
ad9fb6ce,2025-06-29,Ministry of Railways,Adani Enterprises,Consultancy,1439461.89,Signalling modernization for New Delhi,INR,0
0c1b8a16,2025-01-10,CPWD (Central Public Works Department),Hindustan Construction Co,Item Rate,146046.19,Horticulture works for central vista,INR,0
d3dbb943,2025-06-28,Ministry of Rural Development,GMR Infrastructure,Consultancy,10168608.8,Skill development training program,INR,0
8a8550e5,2025-05-28,CPWD (Central Public Works Department),Bharat Electronics Ltd,Consultancy,1872689.76,Horticulture works for central vista,INR,0
83f70ca9,2025-01-20,CPWD (Central Public Works Department),Hindustan Construction Co,Item Rate,9221164.17,Horticulture works for central vista,INR,0
0435687b,2025-05-24,Ministry of Defence,Adani Enterprises,Item Rate,3095045.35,Maintenance of cantonment roads,INR,0
b2511d8b,2025-01-21,Ministry of Rural Development,Adani Enterprises,Consultancy,54072.14,Skill development training program,INR,0
5b47d24d,2025-03-12,NHAI (National Highways Authority of India),Bharat Electronics Ltd,EPC (Engineering Procurement Construction),5508206.35,Road safety consultancy services,INR,0
c35e641c,2025-04-08,Ministry of Rural Development,Tata Projects Ltd,EPC (Engineering Procurement Construction),1831532.16,Road construction under PMGSY,INR,0
b7972d83,2025-11-11,Ministry of Health & Family Welfare,Patanjali Ayurved,Consultancy,1470509.22,Hospital management works,INR,0
48ccd4ef,2025-09-01,Ministry of Health & Family Welfare,Patanjali Ayurved,EPC (Engineering Procurement Construction),888694.44,Supply of medical equipment for AIIMS,INR,0
ac0b00af,2025-08-17,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Lump Sum,236045.64,Procurement of vaccines,INR,0
410b1725,2025-03-12,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Item Rate,247184.81,Road safety consultancy services,INR,0
02af2160,2025-08-24,CPWD (Central Public Works Department),Reliance Infrastructure,Consultancy,364770.49,Horticulture works for central vista,INR,0
1b309d42,2025-11-28,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,34828204.79,Facilitation fee for clearance,INR,1
40a4da64,2025-05-04,Ministry of Defence,Patanjali Ayurved,EPC (Engineering Procurement Construction),100000.0,Urgent supply - Vendor TBD,INR,1
0784f329,2025-11-29,Ministry of Health & Family Welfare,Reliance Infrastructure,Item Rate,112173.65,Supply of medical equipment for AIIMS,INR,0
344e3c28,2025-07-22,Ministry of Railways,Patanjali Ayurved,Item Rate,289335.07,Signalling modernization for Mumbai CST,INR,0
84875b7d,2025-03-14,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,23039468.44,Construction of 4-lane highway section km 10-50,INR,0
1f4fda40,2025-06-28,NHAI (National Highways Authority of India),Adani Enterprises,Consultancy,55376164.06,Ghost material entry for site #99,INR,1
33f3130a,2025-02-19,Ministry of Health & Family Welfare,Reliance Infrastructure,Item Rate,1310748.8,Hospital management works,INR,0
9c42c366,2025-03-05,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,627218.89,Horticulture works for central vista,INR,0
0ce1cd71,2025-03-22,Ministry of Health & Family Welfare,Wipro Government Solutions,Item Rate,745422.6,Supply of medical equipment for AIIMS,INR,0
eb7527e6,2025-12-09,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),3629366.64,Procurement of spare parts for vehicles,INR,0
0fd1f79e,2025-04-17,CPWD (Central Public Works Department),Hindustan Construction Co,Lump Sum,6468932.09,Horticulture works for central vista,INR,0
ff47e14a,2025-11-22,NHAI (National Highways Authority of India),Infosys Ltd,Item Rate,10884183.47,Construction of 4-lane highway section km 10-50,INR,0
2693c485,2025-06-16,Ministry of Health & Family Welfare,Wipro Government Solutions,Lump Sum,1581332.26,Supply of medical equipment for AIIMS,INR,0
ebe4c528,2025-09-06,Ministry of Defence,Tata Projects Ltd,Lump Sum,159817.62,Maintenance of cantonment roads,INR,0
1eab0204,2026-01-10,Ministry of Railways,GMR Infrastructure,Lump Sum,11802480.59,Facilitation fee for clearance,INR,1
800ffc4c,2025-09-01,CPWD (Central Public Works Department),Wipro Government Solutions,Lump Sum,900000.0,Miscellaneous liaisoning charges,INR,1
0087dd87,2025-03-09,NHAI (National Highways Authority of India),Infosys Ltd,EPC (Engineering Procurement Construction),319828.22,Toll plaza operation and maintenance,INR,0
ea44f017,2025-05-22,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Item Rate,519711.53,Procurement of vaccines,INR,0
dc3d373e,2025-08-20,Ministry of Railways,Hindustan Construction Co,Item Rate,221971.96,Track renewal works for Eastern Zone,INR,0
18eb6d9f,2025-09-16,Ministry of Defence,Patanjali Ayurved,Item Rate,23631014.49,Supply of high-altitude clothing,INR,0
815905ff,2025-09-30,Ministry of Health & Family Welfare,Wipro Government Solutions,Consultancy,1606634.45,Procurement of vaccines,INR,0
84950ca8,2025-11-09,Ministry of Defence,Hindustan Construction Co,Consultancy,654814.49,Supply of high-altitude clothing,INR,0
1b35c130,2025-07-31,Ministry of Railways,Shapoorji Pallonji Group,Lump Sum,3957426.55,Track renewal works for Western Zone,INR,0
bbbbad3c,2025-11-16,Ministry of Railways,GMR Infrastructure,EPC (Engineering Procurement Construction),432446.46,Track renewal works for Eastern Zone,INR,0
435c82ac,2025-07-30,Ministry of Health & Family Welfare,Tata Projects Ltd,Consultancy,1292003.74,Supply of medical equipment for AIIMS,INR,0
0168db45,2025-04-11,NHAI (National Highways Authority of India),Wipro Government Solutions,EPC (Engineering Procurement Construction),13282262.94,Construction of 4-lane highway section km 10-50,INR,0
bb949591,2025-10-19,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Consultancy,182910.64,Road safety consultancy services,INR,0
a4d96fea,2025-10-25,Ministry of Health & Family Welfare,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),14236116.75,Hospital management works,INR,0
292de70b,2025-08-28,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,3368646.89,Renovation of government quarters,INR,0
2f1b05d4,2025-11-25,Ministry of Rural Development,Tata Projects Ltd,Item Rate,5473322.32,Road construction under PMGSY,INR,0
1d86a76c,2025-09-18,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,2847370.02,Supply of medical equipment for AIIMS,INR,0
ae64685d,2025-08-15,Ministry of Rural Development,Hindustan Construction Co,EPC (Engineering Procurement Construction),823517.24,Water conservation project,INR,0
761bce7d,2025-07-04,NHAI (National Highways Authority of India),Infosys Ltd,Consultancy,4493987.65,Construction of 4-lane highway section km 10-50,INR,0
7c029ecb,2025-09-20,Ministry of Rural Development,Wipro Government Solutions,Consultancy,1619009.03,Skill development training program,INR,0
b8995d37,2025-12-31,Ministry of Rural Development,Adani Enterprises,Lump Sum,740893.65,Skill development training program,INR,0
c2ac43b5,2025-01-20,Ministry of Health & Family Welfare,GMR Infrastructure,Lump Sum,656403.45,Supply of medical equipment for AIIMS,INR,0
1ab4b228,2025-12-10,Ministry of Defence,GMR Infrastructure,Lump Sum,11947220.19,Urgent supply - Vendor TBD,INR,1
d204cbe6,2025-06-02,Ministry of Rural Development,Larsen & Toubro Ltd,Consultancy,24776502.85,Emergency procurement of unspecified consumables,INR,1
6adfe3c9,2025-03-26,Ministry of Defence,Wipro Government Solutions,Lump Sum,2110847.29,Maintenance of cantonment roads,INR,0
95ba797d,2025-02-06,Ministry of Defence,Infosys Ltd,Consultancy,185628.8,Procurement of spare parts for vehicles,INR,0
c99c2924,2025-12-12,Ministry of Railways,Hindustan Construction Co,Consultancy,6226815.43,Procurement of rolling stock components,INR,0
8ef505f1,2025-02-11,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Consultancy,1847309.98,Horticulture works for central vista,INR,0
4302deee,2025-03-15,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),1433903.52,Toll plaza operation and maintenance,INR,0
de787645,2025-11-13,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,10765811.0,Electrical maintenance of Parliament Annexe,INR,0
62f8bd9f,2025-11-12,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,48254293.94,Road construction under PMGSY,INR,0
583fe23e,2025-12-07,NHAI (National Highways Authority of India),Tata Projects Ltd,EPC (Engineering Procurement Construction),242866378.67,Miscellaneous liaisoning charges,INR,1
996bf060,2025-03-09,CPWD (Central Public Works Department),Infosys Ltd,Lump Sum,642544.66,Horticulture works for central vista,INR,0
cced0d45,2025-02-16,Ministry of Rural Development,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),417330.19,Water conservation project,INR,0
83e6fdf5,2025-09-26,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,31520828.5,Hospital management works,INR,0
9474efe6,2025-11-22,NHAI (National Highways Authority of India),Reliance Infrastructure,Consultancy,446181.94,Construction of 4-lane highway section Phase-2,INR,0
3f99fdd0,2025-07-10,CPWD (Central Public Works Department),Wipro Government Solutions,Lump Sum,1258192.48,Horticulture works for central vista,INR,0
9f0d142c,2025-11-13,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,8368342.82,Supply of medical equipment for AIIMS,INR,0
caf2bf52,2025-03-21,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,246099.39,Renovation of government quarters,INR,0
7ef31d9b,2025-08-09,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,20936959.14,Road construction under PMGSY,INR,0
2ee0ad68,2025-08-10,Ministry of Health & Family Welfare,GMR Infrastructure,Consultancy,315844.0,Hospital management works,INR,0
742b25e4,2025-08-15,Ministry of Defence,Hindustan Construction Co,EPC (Engineering Procurement Construction),3851434.92,Procurement of spare parts for vehicles,INR,0
f9ac07e5,2025-03-17,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),166628.28,Supply of high-altitude clothing,INR,0
2fd23c06,2025-10-15,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),1474728.95,Track renewal works for Southern Zone,INR,0
6fef68d1,2025-12-20,Ministry of Defence,Hindustan Construction Co,EPC (Engineering Procurement Construction),4802497.9,Maintenance of cantonment roads,INR,0
d96e311d,2025-12-09,CPWD (Central Public Works Department),Reliance Infrastructure,EPC (Engineering Procurement Construction),1448611.03,Electrical maintenance of Nirman Bhawan,INR,0
3e66c438,2025-08-17,Ministry of Defence,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),933977.72,Supply of high-altitude clothing,INR,0
7c8e3df8,2025-03-01,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,683556.2,Hospital management works,INR,0
f2c64b76,2025-03-28,Ministry of Rural Development,Reliance Infrastructure,Lump Sum,1857442.21,Road construction under PMGSY,INR,0
bff1b613,2025-05-15,CPWD (Central Public Works Department),Bharat Electronics Ltd,Item Rate,18385913.8,Ghost material entry for site #99,INR,1
93452b8a,2025-10-20,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Lump Sum,126946.18,Supply of medical equipment for AIIMS,INR,0
97d3136c,2025-09-14,Ministry of Health & Family Welfare,Patanjali Ayurved,Consultancy,20345507.98,Supply of medical equipment for AIIMS,INR,0
5d910791,2025-03-31,Ministry of Railways,Reliance Infrastructure,Consultancy,248203.48,Procurement of rolling stock components,INR,0
86b78662,2026-01-06,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,19526907.31,Signalling modernization for Chennai Central,INR,0
c9e9f365,2026-01-06,Ministry of Health & Family Welfare,GMR Infrastructure,Item Rate,3125420.56,Hospital management works,INR,0
64b195cf,2025-05-29,Ministry of Rural Development,Shapoorji Pallonji Group,Consultancy,31462218.05,Road construction under PMGSY,INR,0
a409871d,2025-11-28,CPWD (Central Public Works Department),Wipro Government Solutions,Lump Sum,2296970.57,Horticulture works for central vista,INR,0
c343d042,2025-11-26,Ministry of Rural Development,Adani Enterprises,EPC (Engineering Procurement Construction),2308859.78,Road construction under PMGSY,INR,0
728c9653,2025-02-21,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,264461.95,Procurement of vaccines,INR,0
ab5e88fc,2025-12-25,Ministry of Rural Development,GMR Infrastructure,Lump Sum,164446.75,Road construction under PMGSY,INR,0
4ee72b33,2025-09-29,Ministry of Defence,Reliance Infrastructure,EPC (Engineering Procurement Construction),319486.02,Maintenance of cantonment roads,INR,0
36cac705,2025-09-17,Ministry of Defence,Adani Enterprises,Lump Sum,2251568.42,Maintenance of cantonment roads,INR,0
1333a66f,2025-04-21,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Consultancy,8646653.76,Hospital management works,INR,0
6e66b579,2025-12-29,Ministry of Defence,Larsen & Toubro Ltd,Lump Sum,524909.08,Maintenance of cantonment roads,INR,0
d014e6fb,2025-04-13,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),1120638.87,Procurement of spare parts for vehicles,INR,0
b289b7ea,2025-04-18,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Item Rate,3523098.47,Supply of medical equipment for AIIMS,INR,0
21040588,2025-02-09,Ministry of Defence,Hindustan Construction Co,Consultancy,158265.03,Maintenance of cantonment roads,INR,0
96617978,2025-01-11,Ministry of Defence,Hindustan Construction Co,EPC (Engineering Procurement Construction),5093648.78,Maintenance of cantonment roads,INR,0
be5a1485,2025-07-03,Ministry of Railways,GMR Infrastructure,Item Rate,13549.79,Track renewal works for Southern Zone,INR,0
591aaa90,2025-05-14,Ministry of Health & Family Welfare,GMR Infrastructure,Consultancy,4096841.3,Supply of medical equipment for AIIMS,INR,0
16ca55e9,2025-12-15,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Consultancy,3063157.14,Hospital management works,INR,0
33c5b385,2025-01-19,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,2463777.59,Track renewal works for Northern Zone,INR,0
b455fad8,2025-11-15,CPWD (Central Public Works Department),Bharat Electronics Ltd,Item Rate,197075.01,Electrical maintenance of Shastri Bhawan,INR,0
24b85ee4,2025-01-28,Ministry of Railways,Larsen & Toubro Ltd,Item Rate,148727.17,Track renewal works for Western Zone,INR,0
6571e076,2025-11-27,Ministry of Rural Development,Larsen & Toubro Ltd,Lump Sum,1671870.3,Water conservation project,INR,0
1a272b6d,2025-08-10,Ministry of Defence,Patanjali Ayurved,EPC (Engineering Procurement Construction),132989.16,Supply of high-altitude clothing,INR,0
69cfe892,2025-08-18,Ministry of Health & Family Welfare,Hindustan Construction Co,Consultancy,341653.68,Hospital management works,INR,0
24459573,2025-06-28,Ministry of Health & Family Welfare,Wipro Government Solutions,Consultancy,18600000.0,Miscellaneous liaisoning charges,INR,1
fabe35c4,2025-06-27,Ministry of Defence,Adani Enterprises,Lump Sum,4271766.88,Supply of high-altitude clothing,INR,0
fd585e3c,2025-05-16,Ministry of Health & Family Welfare,Infosys Ltd,EPC (Engineering Procurement Construction),384831.31,Procurement of vaccines,INR,0
683d1793,2025-09-04,NHAI (National Highways Authority of India),GMR Infrastructure,EPC (Engineering Procurement Construction),200435040.85,Urgent supply - Vendor TBD,INR,1
d5257cad,2025-01-29,NHAI (National Highways Authority of India),Patanjali Ayurved,EPC (Engineering Procurement Construction),393846.71,Road safety consultancy services,INR,0
d2b0c7cb,2025-07-16,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Item Rate,1810254.36,Horticulture works for central vista,INR,0
96ae03ba,2025-04-07,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Consultancy,4713210.03,Procurement of vaccines,INR,0
e7d477c0,2025-10-04,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Item Rate,378546.99,Toll plaza operation and maintenance,INR,0
ee17a66d,2025-11-14,Ministry of Railways,Tata Projects Ltd,Lump Sum,1302235.69,Signalling modernization for Mumbai CST,INR,0
c8ffe222,2025-08-03,Ministry of Railways,GMR Infrastructure,Consultancy,1159846.86,Track renewal works for Northern Zone,INR,0
b322bc5e,2025-06-05,Ministry of Railways,Reliance Infrastructure,Lump Sum,1856963.51,Signalling modernization for Chennai Central,INR,0
c6a1feaf,2025-02-27,Ministry of Rural Development,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),331579.19,Skill development training program,INR,0
1903ce40,2025-01-24,CPWD (Central Public Works Department),Patanjali Ayurved,Consultancy,1185637.19,Renovation of government quarters,INR,0
a08e4354,2025-08-05,CPWD (Central Public Works Department),Patanjali Ayurved,Consultancy,899339.92,Horticulture works for central vista,INR,0
80d03508,2025-08-17,Ministry of Rural Development,Infosys Ltd,Item Rate,15404917.56,Skill development training program,INR,0
c0a2b360,2025-02-05,Ministry of Railways,Shapoorji Pallonji Group,Lump Sum,7118670.29,Track renewal works for Southern Zone,INR,0
6424d226,2025-03-09,Ministry of Railways,Reliance Infrastructure,Item Rate,5489137.61,Track renewal works for Eastern Zone,INR,0
cacb456e,2025-11-02,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Lump Sum,2253356.07,Horticulture works for central vista,INR,0
b5650cbe,2025-08-19,Ministry of Defence,Patanjali Ayurved,Lump Sum,92904.89,Procurement of spare parts for vehicles,INR,0
2187b54a,2025-09-08,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,10912165.81,Renovation of government quarters,INR,0
dee35543,2025-08-06,CPWD (Central Public Works Department),Adani Enterprises,Consultancy,1339472.54,Renovation of government quarters,INR,0
68cd90f6,2025-09-30,NHAI (National Highways Authority of India),Patanjali Ayurved,EPC (Engineering Procurement Construction),340358.82,Construction of 4-lane highway section km 10-50,INR,0
c02a553a,2025-09-08,Ministry of Railways,Hindustan Construction Co,Lump Sum,354008.8,Procurement of rolling stock components,INR,0
522f33c8,2025-03-26,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,1196214.0,Signalling modernization for Howrah,INR,0
06319305,2025-02-01,Ministry of Railways,Rail Vikas Nigam Ltd,Lump Sum,552938.71,Track renewal works for Eastern Zone,INR,0
1944b84e,2025-07-03,NHAI (National Highways Authority of India),Wipro Government Solutions,Lump Sum,297745.03,Construction of 4-lane highway section Phase-2,INR,0
c4d66042,2025-04-21,Ministry of Health & Family Welfare,Hindustan Construction Co,EPC (Engineering Procurement Construction),1636910.79,Supply of medical equipment for AIIMS,INR,0
a1d9f173,2025-06-22,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,7529870.81,Renovation of government quarters,INR,0
81e8750d,2025-09-16,Ministry of Defence,Adani Enterprises,Lump Sum,3880337.82,Procurement of spare parts for vehicles,INR,0
0407fc0b,2025-11-20,Ministry of Health & Family Welfare,Hindustan Construction Co,Item Rate,1346168.81,Procurement of vaccines,INR,0
80dc6124,2025-11-10,Ministry of Defence,GMR Infrastructure,Consultancy,5795816.0,Supply of high-altitude clothing,INR,0
ff754077,2025-05-19,Ministry of Railways,Hindustan Construction Co,EPC (Engineering Procurement Construction),859623.06,Procurement of rolling stock components,INR,0
71b75e54,2025-04-28,Ministry of Railways,Wipro Government Solutions,Item Rate,705285.5,Track renewal works for Eastern Zone,INR,0
2af4b61a,2025-11-16,Ministry of Rural Development,Hindustan Construction Co,Consultancy,2402194.61,Water conservation project,INR,0
6ff1222f,2025-08-24,Ministry of Defence,Infosys Ltd,EPC (Engineering Procurement Construction),17130283.92,Maintenance of cantonment roads,INR,0
99e1ebfc,2025-09-12,Ministry of Railways,Patanjali Ayurved,Item Rate,909012.03,Signalling modernization for Chennai Central,INR,0
1187d75f,2025-06-25,Ministry of Health & Family Welfare,Reliance Infrastructure,Consultancy,700000.0,Ghost material entry for site #99,INR,1
ae0f8e4f,2025-02-10,Ministry of Defence,Adani Enterprises,Consultancy,1389770.69,Supply of high-altitude clothing,INR,0
4a8575d1,2025-09-18,Ministry of Rural Development,Tata Projects Ltd,Lump Sum,1585612.12,Water conservation project,INR,0
37c2e9e9,2025-04-28,Ministry of Health & Family Welfare,Wipro Government Solutions,Lump Sum,3101844.87,Supply of medical equipment for AIIMS,INR,0
b333bc38,2025-06-07,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Item Rate,1074699.71,Road safety consultancy services,INR,0
46b56ca9,2026-01-07,Ministry of Rural Development,Tata Projects Ltd,Item Rate,1922322.09,Skill development training program,INR,0
01b20392,2025-05-12,Ministry of Rural Development,Reliance Infrastructure,EPC (Engineering Procurement Construction),3733145.68,Skill development training program,INR,0
2e26c790,2026-01-01,Ministry of Health & Family Welfare,Tata Projects Ltd,Item Rate,218406.37,Hospital management works,INR,0
450bd32d,2025-09-29,Ministry of Health & Family Welfare,Tata Projects Ltd,Item Rate,101500.39,Supply of medical equipment for AIIMS,INR,0
d26d3c82,2025-12-11,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Consultancy,6360052.16,Procurement of vaccines,INR,0
18884d29,2025-12-26,CPWD (Central Public Works Department),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),105226.83,Horticulture works for central vista,INR,0
066f0428,2025-03-17,CPWD (Central Public Works Department),GMR Infrastructure,EPC (Engineering Procurement Construction),1932677.82,Renovation of government quarters,INR,0
d073dc08,2026-01-02,CPWD (Central Public Works Department),GMR Infrastructure,EPC (Engineering Procurement Construction),18789.87,Renovation of government quarters,INR,0
ea9ba3ee,2025-01-21,Ministry of Rural Development,Adani Enterprises,Lump Sum,1986163.87,Water conservation project,INR,0
b182c552,2025-01-25,Ministry of Health & Family Welfare,Infosys Ltd,Lump Sum,6381885.5,Hospital management works,INR,0
3dc1400c,2025-09-25,NHAI (National Highways Authority of India),GMR Infrastructure,Lump Sum,307850.68,Toll plaza operation and maintenance,INR,0
47088790,2025-06-30,Ministry of Railways,Reliance Infrastructure,EPC (Engineering Procurement Construction),6983478.35,Procurement of rolling stock components,INR,0
ea3560e4,2025-02-04,CPWD (Central Public Works Department),Infosys Ltd,Consultancy,1216772.31,Horticulture works for central vista,INR,0
b70bb37c,2025-05-04,NHAI (National Highways Authority of India),Bharat Electronics Ltd,EPC (Engineering Procurement Construction),425740.83,Road safety consultancy services,INR,0
f6329ee5,2025-07-25,Ministry of Railways,Infosys Ltd,EPC (Engineering Procurement Construction),288269.7,Track renewal works for Eastern Zone,INR,0
f32b7c49,2025-04-28,CPWD (Central Public Works Department),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),33855.77,Electrical maintenance of Parliament Annexe,INR,0
53ca9e5f,2025-04-04,Ministry of Defence,Reliance Infrastructure,Lump Sum,120482.63,Maintenance of cantonment roads,INR,0
3497998c,2025-10-03,Ministry of Defence,Wipro Government Solutions,EPC (Engineering Procurement Construction),89430787.8,Supply of high-altitude clothing,INR,0
ed6a85be,2025-08-27,Ministry of Health & Family Welfare,Adani Enterprises,EPC (Engineering Procurement Construction),896127.92,Hospital management works,INR,0
33aef996,2025-05-13,Ministry of Rural Development,Patanjali Ayurved,EPC (Engineering Procurement Construction),1219387.06,Skill development training program,INR,0
dfef3ed5,2025-01-31,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Item Rate,1393159.91,Construction of 4-lane highway section Package-IV,INR,0
558dac7b,2025-12-28,Ministry of Defence,Infosys Ltd,Item Rate,20743533.45,Maintenance of cantonment roads,INR,0
0f41b58b,2025-10-05,Ministry of Railways,Patanjali Ayurved,Lump Sum,880075.76,Track renewal works for Southern Zone,INR,0
76ffd3a3,2025-10-13,Ministry of Health & Family Welfare,Reliance Infrastructure,Item Rate,600000.0,Ghost material entry for site #99,INR,1
5432c4f9,2025-02-10,NHAI (National Highways Authority of India),Infosys Ltd,Lump Sum,3813498.45,Construction of 4-lane highway section Phase-2,INR,0
3c4166be,2025-08-28,Ministry of Rural Development,Wipro Government Solutions,EPC (Engineering Procurement Construction),1821707.39,Road construction under PMGSY,INR,0
ab7baef9,2025-04-29,Ministry of Health & Family Welfare,Infosys Ltd,Lump Sum,13825455.64,Procurement of vaccines,INR,0
62d20bbb,2025-03-23,Ministry of Railways,Hindustan Construction Co,Lump Sum,1381964.62,Signalling modernization for Mumbai CST,INR,0
098ec5b7,2025-11-08,CPWD (Central Public Works Department),Tata Projects Ltd,Consultancy,5585492.31,Horticulture works for central vista,INR,0
cccc9be7,2025-07-16,Ministry of Rural Development,Hindustan Construction Co,Consultancy,49583.54,Road construction under PMGSY,INR,0
5067346e,2025-10-10,Ministry of Railways,Infosys Ltd,Lump Sum,460553.55,Track renewal works for Northern Zone,INR,0
